ORF_Info,Phi_Post_Arith_Mean,Phi_Post_Median,Phi_Post_Geom_Mean,Phi_Post_Harm_Mean,Phi_Post_SD,logPhi_Post_SD
WBGene00011742,0.36736168,0.363194673,0.35404195,0.34016736,0.097470241,0.277457548
WBGene00011743,1.204198662,1.201588359,1.1875321,1.170219806,0.197463461,0.169199207
WBGene00011747,0.342386694,0.340796851,0.333182503,0.323371457,0.077763658,0.23873413
WBGene00011749,0.605451918,0.595474829,0.578862944,0.549974741,0.174262941,0.309455626
WBGene00011752,0.538065521,0.536340852,0.526358907,0.513847419,0.109656324,0.214364893
WBGene00011753,0.618789162,0.616913191,0.601065606,0.582195997,0.144445029,0.246851962
WBGene00011754,1.057769987,1.060424789,1.051181773,1.044449311,0.117187082,0.112596567
WBGene00011758,0.842027247,0.838995058,0.836200129,0.830315993,0.09893129,0.118377134
WBGene00011759,0.920285877,0.911217126,0.90887194,0.897261519,0.144368558,0.159212095
WBGene00011763,1.008984334,1.015042268,1.001814291,0.994289458,0.117960303,0.121095297
WBGene00011767,0.851507463,0.850585616,0.844205911,0.836752361,0.110720256,0.132256089
WBGene00011773,1.021152821,1.014520411,1.00424249,0.986827695,0.183804257,0.18498899
WBGene00011774,0.52953458,0.52291915,0.507818074,0.484200748,0.147884194,0.298362059
WBGene00011776,0.388186141,0.389415846,0.379394776,0.370072843,0.080810322,0.218525152
WBGene00011777,0.58236252,0.575548938,0.564134378,0.544817876,0.143288654,0.257860579
WBGene00011790,0.864150331,0.86755774,0.849438375,0.834141374,0.157180483,0.188023438
WBGene00011793,1.019163386,1.018959602,1.012164265,1.005054566,0.118712464,0.118131794
WBGene00011794,0.638207095,0.635505032,0.633507474,0.62879666,0.077499837,0.12195107
WBGene00011795,1.538251391,1.534919945,1.531825628,1.525352925,0.140359791,0.09180093
WBGene00011796,0.408460337,0.396192326,0.390858828,0.372464671,0.118531283,0.303570208
WBGene00011800,0.704401913,0.705112674,0.696713409,0.688778202,0.102831598,0.149794662
WBGene00011810,0.579783277,0.572833896,0.569573177,0.559042418,0.107854347,0.190835671
WBGene00011814,0.757061103,0.760376727,0.748613944,0.739705737,0.110661916,0.15225694
WBGene00011819,0.790248965,0.789688749,0.780976257,0.771338452,0.119318756,0.155625405
WBGene00011821,0.66190876,0.63431367,0.624998395,0.585494919,0.21680359,0.349617275
WBGene00011826,0.340680925,0.333513434,0.32374477,0.305345165,0.105602308,0.329402872
WBGene00011830,0.322403802,0.31897369,0.312616444,0.302101468,0.077479063,0.254701603
WBGene00011831,1.968506035,1.968211824,1.963699825,1.958852087,0.137117443,0.070150482
WBGene00011834,0.609084305,0.607777317,0.598553324,0.587517954,0.111371723,0.189793768
WBGene00011844,0.479815734,0.476021038,0.46841786,0.456352537,0.10268431,0.223721607
WBGene00011850,1.040871028,1.041987267,1.036824451,1.032735703,0.091448925,0.088622169
WBGene00011854,1.090205099,1.080095914,1.059046573,1.0249716,0.254409901,0.247469759
WBGene00011856,1.26950309,1.26874303,1.260567562,1.251479926,0.149724543,0.119625182
WBGene00011858,0.395024641,0.392161404,0.380611021,0.365467181,0.105120387,0.278756766
WBGene00011860,0.285917608,0.278206893,0.27370143,0.260990649,0.082662617,0.30200415
WBGene00011869,3.746981845,3.749125444,3.714272838,3.680909669,0.491233227,0.133451051
WBGene00011870,1.725993841,1.721186474,1.698817217,1.670868648,0.303078191,0.180243991
WBGene00011871,0.858134703,0.85736015,0.841121308,0.822896828,0.166055956,0.204705493
WBGene00011872,0.8627724,0.862900666,0.841944146,0.819060498,0.182827769,0.227638524
WBGene00011875,0.938886547,0.941497908,0.915267194,0.890176038,0.205817009,0.230723837
WBGene00011880,1.655710344,1.655816451,1.652931084,1.65015436,0.096055057,0.058006741
WBGene00011883,0.766774546,0.770720157,0.755127487,0.742633677,0.130300028,0.178606072
WBGene00011886,0.827841624,0.829311711,0.821383044,0.814766514,0.102462853,0.126214235
WBGene00011888,0.311654676,0.305996497,0.30054268,0.288781639,0.08158795,0.275987889
WBGene00011890,0.610202326,0.60836811,0.596652283,0.582415682,0.126178071,0.215884321
WBGene00011892,1.186684703,1.187875411,1.166985553,1.14616561,0.212004732,0.186268567
WBGene00011894,0.526919064,0.51872199,0.504224325,0.479889352,0.151185187,0.305427494
WBGene00011895,0.661811509,0.662598762,0.651788789,0.641394212,0.113487385,0.177078661
WBGene00011898,0.661215712,0.662254527,0.648828915,0.635641065,0.124822882,0.198530716
WBGene00011899,0.984229154,0.983503114,0.968301625,0.951888524,0.175609865,0.182755214
WBGene00011900,0.721065745,0.725044889,0.708832472,0.695979484,0.130089288,0.188222789
WBGene00011903,0.838456151,0.831798061,0.814073935,0.787426042,0.19575483,0.250114067
WBGene00011905,0.627709938,0.623312168,0.608103671,0.587118435,0.153351061,0.258285071
WBGene00011912,0.62599868,0.630153502,0.615088618,0.603580577,0.114499497,0.190918319
WBGene00011913,0.391941036,0.38511456,0.374256509,0.35520769,0.115408768,0.312923242
WBGene00011914,0.606762052,0.604410611,0.598877455,0.590789231,0.096863898,0.163411927
WBGene00011915,0.635972231,0.630908288,0.611734703,0.586056687,0.172090926,0.285826166
WBGene00011916,0.552319926,0.55058458,0.535402861,0.5172837,0.133245222,0.255845568
WBGene00011917,0.949590245,0.948497412,0.942578854,0.935441119,0.114682541,0.122566685
WBGene00011919,0.585465725,0.580575423,0.567556673,0.548402049,0.141475821,0.255476446
WBGene00011920,0.354545335,0.350075485,0.344227072,0.333315143,0.083817605,0.248425321
WBGene00011923,0.533420008,0.530724216,0.524739483,0.515602674,0.094561874,0.184200282
WBGene00011927,0.622515116,0.623094422,0.61119953,0.599128141,0.115993655,0.195473329
WBGene00011932,0.68860612,0.688127874,0.681942021,0.675203748,0.095588888,0.140248682
WBGene00011937,0.287765768,0.282279281,0.274000481,0.259581744,0.088140297,0.320797227
WBGene00011944,0.81844663,0.817307631,0.810739054,0.802815789,0.111297563,0.138862819
WBGene00011949,1.163606898,1.157350397,1.147421763,1.130715815,0.191652116,0.169405254
WBGene00011953,0.946707768,0.946072529,0.938809913,0.930683166,0.121117043,0.130654883
WBGene00011954,1.56421398,1.561893676,1.557355267,1.550396918,0.145734325,0.094228977
WBGene00011955,0.393046656,0.387376355,0.381082132,0.368338217,0.094992007,0.254514481
WBGene00011957,0.372865023,0.359904141,0.354596276,0.334688591,0.113880749,0.327761936
WBGene00011964,0.654709336,0.653966623,0.644732714,0.634304633,0.112590549,0.177865436
WBGene00011965,0.54643152,0.548228178,0.537208173,0.527488015,0.098557245,0.187733413
WBGene00011966,0.768647459,0.768791939,0.760291398,0.751575813,0.111593797,0.149823238
WBGene00011967,0.759058974,0.752907361,0.746017183,0.732496931,0.138819742,0.18877826
WBGene00011968,1.382467733,1.380947434,1.370744113,1.358822526,0.178991731,0.131400745
WBGene00011969,0.547995953,0.555723048,0.532634458,0.514986594,0.123586594,0.248047845
WBGene00011971,0.533599403,0.516334005,0.501972673,0.468108259,0.181390108,0.360774627
WBGene00011975,0.506432209,0.509094907,0.498413485,0.489831621,0.087928927,0.182345442
WBGene00011976,0.730962263,0.730627844,0.722783111,0.714266249,0.107702495,0.151996691
WBGene00011978,1.32777416,1.291114957,1.250456864,1.163147282,0.440564634,0.361047721
WBGene00011979,0.9548249,0.947543806,0.927322804,0.897894299,0.225647986,0.247194704
WBGene00011984,1.04028777,1.033962416,1.026429933,1.012372071,0.168847096,0.165058381
WBGene00011985,0.383129793,0.378359791,0.371842922,0.359808367,0.091046569,0.25033265
WBGene00011986,0.568020778,0.570724988,0.557089497,0.545321291,0.108560183,0.201645829
WBGene00011988,0.247649582,0.241776657,0.235509708,0.222936874,0.077061533,0.324167525
WBGene00011994,0.865051053,0.863532687,0.860133485,0.855172772,0.092062138,0.107207469
WBGene00011997,1.530404742,1.52881925,1.499832324,1.46782531,0.301209728,0.204240479
WBGene00011999,0.969823685,0.963486724,0.941562536,0.911446508,0.229871459,0.248799517
WBGene00012002,0.624673014,0.622772355,0.614785012,0.60450634,0.109621623,0.18114575
WBGene00012004,1.451444719,1.447444281,1.431515603,1.410752527,0.237201061,0.168566291
WBGene00012009,0.348507084,0.338864131,0.330974127,0.31243409,0.108183212,0.330604741
WBGene00012010,0.688431303,0.689487925,0.682307798,0.675907675,0.090175354,0.135487378
WBGene00012014,0.451370581,0.44791024,0.440130833,0.428244561,0.098786136,0.229202903
WBGene00012015,1.540621622,1.53920787,1.536697537,1.532756016,0.109871867,0.071575952
WBGene00012016,0.476272113,0.470425674,0.465560277,0.454325386,0.099502211,0.21706447
WBGene00012020,1.737950681,1.730304531,1.731492233,1.724996301,0.149594156,0.086540507
WBGene00012021,1.195982368,1.202060834,1.189502625,1.182871896,0.123258167,0.105038189
WBGene00012024,0.710667365,0.711673954,0.701400892,0.691689378,0.112767516,0.164483291
WBGene00012029,0.742183593,0.736235306,0.723472027,0.703262742,0.162737449,0.23150169
WBGene00012030,0.99509106,0.99232014,0.990190999,0.985237059,0.09834985,0.099812675
WBGene00012032,0.806231971,0.805508885,0.801002555,0.795627972,0.090808851,0.11509979
WBGene00012034,0.658148093,0.640376129,0.636753356,0.614715262,0.166953173,0.261208041
WBGene00012035,0.441957761,0.426248589,0.420062024,0.397170495,0.137973678,0.326584557
WBGene00012037,0.647135477,0.64502245,0.632376107,0.61707716,0.136407238,0.218169737
WBGene00012039,1.173699477,1.168625655,1.151849611,1.129084734,0.22304546,0.196877021
WBGene00012041,0.586663079,0.583652408,0.573985019,0.560688013,0.119644344,0.212837998
WBGene00012059,0.71618454,0.71718945,0.710116885,0.70396471,0.092767165,0.131256557
WBGene00012074,0.940188642,0.939332778,0.919248525,0.896575445,0.192438241,0.217691657
WBGene00012081,0.941498737,0.942797854,0.927155909,0.911971088,0.161273589,0.178309302
WBGene00012087,1.317968567,1.317101709,1.307892367,1.297574733,0.161603197,0.124906225
WBGene00012094,2.394490101,2.387795645,2.372128503,2.349251991,0.324626268,0.138145073
WBGene00012097,1.490423628,1.490149852,1.487071283,1.483697039,0.099748793,0.067288803
WBGene00012098,0.380131853,0.375300964,0.367426534,0.353999989,0.097051915,0.266426239
WBGene00012101,0.968917592,0.962409912,0.952431257,0.935019395,0.175826792,0.188430522
WBGene00012104,1.780330914,1.774322558,1.771302416,1.7621678,0.17866438,0.101301647
WBGene00012105,1.054393378,1.057249596,1.048252185,1.042000081,0.112985488,0.108787743
WBGene00012106,1.249228908,1.254304626,1.240475374,1.231562738,0.14683664,0.119401499
WBGene00012107,1.616636843,1.613460409,1.610548267,1.604449457,0.140402506,0.087032627
WBGene00012109,0.789897965,0.789782665,0.784968295,0.779966523,0.087765299,0.112540526
WBGene00012111,0.969183249,0.971030007,0.959292795,0.949024684,0.136417481,0.144996538
WBGene00012113,1.714739821,1.71379456,1.703528162,1.691998873,0.19398802,0.11556796
WBGene00012122,0.563816873,0.550287678,0.539070445,0.513518134,0.16578702,0.305758879
WBGene00012123,1.47791568,1.475989506,1.460273343,1.441828657,0.224417417,0.157211548
WBGene00012134,0.809300472,0.807350114,0.80259939,0.795813564,0.103713772,0.129703578
WBGene00012136,1.021156756,1.016882905,1.011138873,1.000745911,0.141132714,0.142079599
WBGene00012139,0.298708198,0.298728016,0.29089118,0.28252699,0.06648915,0.235908597
WBGene00012140,1.46083917,1.45976181,1.442292483,1.423145184,0.230108331,0.161710191
WBGene00012142,0.284871556,0.275716078,0.270266604,0.254855208,0.089767224,0.33342663
WBGene00012143,0.633473961,0.631917275,0.619510524,0.604659398,0.129889894,0.215664932
WBGene00012144,0.791442761,0.788235052,0.785263229,0.779046188,0.098788398,0.125721343
WBGene00012145,0.76847216,0.768725159,0.733516534,0.695681264,0.226180852,0.314829347
WBGene00012148,1.981933986,1.982714044,1.978916998,1.975884199,0.109169568,0.055318537
WBGene00012149,1.037152598,1.035047984,1.030445554,1.023661839,0.11752867,0.114476725
WBGene00012150,0.278724061,0.274930648,0.264784075,0.250210299,0.087292115,0.328323003
WBGene00012155,0.876197007,0.872495056,0.855721169,0.83401352,0.18540492,0.222022332
WBGene00012156,1.583527705,1.579901817,1.577093833,1.570658253,0.142859459,0.090388143
WBGene00012157,0.833081865,0.825240171,0.820309265,0.80692071,0.143390905,0.178561424
WBGene00012163,0.397885204,0.377683388,0.374404569,0.351021714,0.138509336,0.354263347
WBGene00012164,0.463193776,0.453698077,0.440529573,0.416303118,0.141888521,0.326277655
WBGene00012168,0.57517084,0.571323478,0.565349368,0.554964243,0.10406177,0.189024746
WBGene00012174,0.36071574,0.354961067,0.345393241,0.328977352,0.103216491,0.302929965
WBGene00012175,0.351305535,0.347202544,0.336788942,0.321032773,0.098515733,0.299478443
WBGene00012177,0.664598919,0.662439498,0.653229982,0.641382825,0.121032593,0.188580735
WBGene00012179,2.949919998,2.931014378,2.932361826,2.914680072,0.321567692,0.109665256
WBGene00012185,0.624693581,0.620688827,0.612517004,0.599561482,0.120532815,0.202488557
WBGene00012187,1.583611172,1.585012468,1.569400298,1.554711258,0.209337046,0.135744126
WBGene00012188,1.477136488,1.478567054,1.468220264,1.459118612,0.160993489,0.110826473
WBGene00012192,1.163386499,1.166541312,1.155995337,1.148418017,0.129784185,0.11384321
WBGene00012193,0.853342953,0.85127303,0.8392528,0.824710175,0.153561547,0.184745831
WBGene00012195,0.830272555,0.831862445,0.823267666,0.815971207,0.106232723,0.131778825
WBGene00012197,1.054147575,1.058204987,1.034376084,1.013495606,0.200390512,0.198162281
WBGene00012201,1.025785528,1.019894433,1.018574006,1.0112166,0.120853974,0.119624573
WBGene00012204,0.673456941,0.676240099,0.66195323,0.649482102,0.121517836,0.189773496
WBGene00012205,0.844951626,0.841622019,0.833715747,0.822243833,0.136665894,0.165161758
WBGene00012206,0.493968457,0.491203297,0.482641679,0.470717132,0.104125641,0.219406089
WBGene00012209,0.931364308,0.92838052,0.924033569,0.916455918,0.11534496,0.127047106
WBGene00012211,1.759037902,1.762758929,1.743872209,1.728225777,0.22805388,0.132974454
WBGene00012212,1.301571237,1.293743878,1.274741628,1.246385522,0.258841609,0.208081507
WBGene00012213,1.090474545,1.085146581,1.064689172,1.036927944,0.231029698,0.224035819
WBGene00012216,2.464145138,2.465498117,2.4555204,2.446786325,0.205198127,0.084116062
WBGene00012219,1.219375191,1.219670095,1.210346117,1.201083668,0.146871428,0.12298622
WBGene00012220,1.319960633,1.318320854,1.314299506,1.308603219,0.121987862,0.093014908
WBGene00012221,0.818946461,0.79554659,0.786503628,0.75163838,0.226160866,0.292119944
WBGene00012223,0.706801866,0.708399147,0.675258855,0.639743036,0.202808677,0.314450393
WBGene00012224,0.340306256,0.331394555,0.327600386,0.313944072,0.090863599,0.283478841
WBGene00012225,0.537728863,0.53565982,0.529376169,0.520637504,0.09303466,0.179751782
WBGene00012228,0.913366451,0.920893558,0.897174761,0.880343777,0.169022709,0.192029332
WBGene00012239,0.860236101,0.853684922,0.838911448,0.815714297,0.18657765,0.229912447
WBGene00012240,0.558452085,0.556861808,0.545658762,0.532030126,0.117014771,0.21992924
WBGene00012243,0.443681479,0.442495186,0.43572502,0.427379096,0.082558613,0.193437219
WBGene00012244,0.856722851,0.854258789,0.843674697,0.830027882,0.147119021,0.177872406
WBGene00012245,0.585674031,0.585420064,0.579770614,0.573684795,0.082214586,0.143843625
WBGene00012247,0.972330027,0.970541755,0.961775902,0.95099564,0.142461205,0.148954685
WBGene00012249,0.946535706,0.940397473,0.934731718,0.922387267,0.147253549,0.160662473
WBGene00012250,0.950234476,0.944917607,0.937750452,0.924852471,0.152271625,0.164555597
WBGene00012251,1.127703663,1.123476351,1.119563438,1.111286263,0.134691438,0.12115227
WBGene00012252,0.863840984,0.866194781,0.850422919,0.836349963,0.149342624,0.179847154
WBGene00012253,1.472144647,1.473739195,1.465689205,1.459182379,0.137483665,0.094094872
WBGene00012255,1.629799996,1.628805514,1.622672345,1.615505751,0.152261003,0.093902464
WBGene00012256,1.308887273,1.304390763,1.30506783,1.301248181,0.100087291,0.07654895
WBGene00012257,1.901258331,1.895414056,1.896279926,1.891269868,0.137347841,0.072609381
WBGene00012261,1.751630393,1.751835443,1.748133441,1.744601331,0.110244934,0.063441298
WBGene00012276,2.078341011,2.072420164,2.067181895,2.055927172,0.214905016,0.104175527
WBGene00012277,0.446625958,0.437352781,0.428392903,0.40958711,0.126602726,0.29435649
WBGene00012278,0.622298417,0.613112133,0.595860175,0.567435934,0.177229969,0.303336698
WBGene00012279,0.591048497,0.587074543,0.57749434,0.563324564,0.124578526,0.219160489
WBGene00012289,0.712982661,0.710996756,0.705310207,0.69733294,0.103245674,0.148927783
WBGene00012291,1.008416792,1.002574984,0.994943778,0.981048875,0.163364225,0.165845511
WBGene00012293,0.45787794,0.448081705,0.435943073,0.412630419,0.139156653,0.322309684
WBGene00012294,1.969621713,1.941376745,1.921242798,1.870329341,0.429187458,0.227326925
WBGene00012296,1.265839608,1.260827749,1.259346052,1.252789161,0.127819137,0.101849075
WBGene00012298,0.361078058,0.357304808,0.352402807,0.343373469,0.078183094,0.224175846
WBGene00012300,0.785996469,0.779950143,0.763842224,0.740294894,0.183134713,0.244470655
WBGene00012317,1.077790779,1.073927013,1.072193532,1.066525419,0.109328742,0.102556118
WBGene00012324,1.109917126,1.111542699,1.105273222,1.100567428,0.101007025,0.092020433
WBGene00012325,0.352155194,0.342014003,0.334409903,0.315209816,0.109418624,0.332017396
WBGene00012330,1.135921647,1.135662383,1.127706177,1.119361317,0.135752068,0.121257685
WBGene00012339,0.887850008,0.885507891,0.87988701,0.871836029,0.118591559,0.134971732
WBGene00012341,0.594128932,0.590850172,0.589516635,0.584839419,0.073671791,0.125596065
WBGene00012342,0.718968058,0.718975721,0.715364153,0.711681536,0.071433544,0.100946375
WBGene00012343,0.935950665,0.93566175,0.930234495,0.924333582,0.102199897,0.111757677
WBGene00012345,0.839251039,0.835073701,0.828863849,0.818259768,0.131086499,0.159226783
WBGene00012351,1.36934179,1.367860294,1.361961182,1.354472907,0.141492978,0.104524962
WBGene00012358,1.172232008,1.166431294,1.161984869,1.151437356,0.153397743,0.133793587
WBGene00012359,1.09898179,1.099566231,1.093499507,1.087938161,0.109218541,0.100537422
WBGene00012361,1.600779837,1.592315467,1.591075876,1.581317862,0.17602419,0.110663742
WBGene00012362,0.494622938,0.491048583,0.481513285,0.467656316,0.111369874,0.236769821
WBGene00012364,0.942183353,0.93950413,0.936760406,0.931348055,0.101356602,0.107608087
WBGene00012366,0.765040812,0.764374861,0.758305008,0.751297387,0.100085987,0.134603186
WBGene00012369,0.576776364,0.557507039,0.541439945,0.503014607,0.196384181,0.369132566
WBGene00012371,1.405399116,1.404117352,1.381741215,1.357057665,0.253470018,0.187134077
WBGene00012373,1.012099064,1.002032793,0.990258049,0.967263868,0.207249039,0.212597588
WBGene00012374,1.570337147,1.572118295,1.546524463,1.521593857,0.26891646,0.177532201
WBGene00012375,0.914689313,0.914365091,0.906890865,0.898846255,0.118117034,0.132186946
WBGene00012382,2.145935137,2.142189594,2.133614497,2.121255253,0.230112535,0.107599224
WBGene00012383,1.303110045,1.297569887,1.287860779,1.271918301,0.196002077,0.155620086
WBGene00012385,0.197012083,0.19074001,0.186974851,0.176453805,0.062201058,0.331770376
WBGene00012391,0.831706417,0.830156392,0.813810143,0.795066353,0.169503606,0.212273014
WBGene00012396,0.591303456,0.590679196,0.578228832,0.564167835,0.121649343,0.216247931
WBGene00012405,1.624134285,1.618151676,1.616921548,1.609689763,0.153090811,0.094565064
WBGene00012407,1.129834285,1.127007792,1.125587487,1.121316372,0.097838689,0.087032707
WBGene00012408,0.59351301,0.588880366,0.573379051,0.551654792,0.150272872,0.270154091
WBGene00012414,0.641998942,0.631190493,0.60492977,0.564624803,0.212611106,0.357544316
WBGene00012420,1.253310554,1.24704236,1.234178376,1.214233639,0.216075202,0.177895843
WBGene00012423,1.161775648,1.159323895,1.14551844,1.128674366,0.191800482,0.170037455
WBGene00012429,0.535163249,0.528508178,0.517110788,0.497120258,0.135010523,0.270300367
WBGene00012432,0.254894387,0.251166531,0.244145299,0.232674093,0.07251577,0.301675422
WBGene00012439,0.921043315,0.917146686,0.908298814,0.895248256,0.152190574,0.168559168
WBGene00012440,0.99490398,0.98722147,0.963353233,0.927969286,0.241647438,0.262684279
WBGene00012443,1.343917196,1.342592323,1.339685369,1.335436049,0.106571776,0.07960479
WBGene00012444,1.273734662,1.268636859,1.246239955,1.217059796,0.259058735,0.213208254
WBGene00012452,0.903468759,0.90045201,0.885123828,0.865603773,0.178032219,0.206724298
WBGene00012457,1.250056836,1.249882432,1.233833578,1.217093975,0.198966619,0.163524836
WBGene00012459,0.874740957,0.869962714,0.862883346,0.850671782,0.14267569,0.167041033
WBGene00012460,0.873691888,0.869660786,0.866316622,0.858650005,0.112008485,0.131739421
WBGene00012462,0.476181986,0.472973332,0.465338301,0.453946205,0.100018053,0.218560007
WBGene00012465,0.835667357,0.832806064,0.825349172,0.814692633,0.129898098,0.1594365
WBGene00012468,1.040742869,1.039810429,1.031005673,1.020967504,0.140668904,0.138542919
WBGene00012472,1.377003743,1.379403534,1.366565095,1.355981042,0.168743319,0.124095786
WBGene00012473,0.425750726,0.417405952,0.408646098,0.390391787,0.118173754,0.29413676
WBGene00012479,0.914309172,0.91505024,0.905764488,0.896913202,0.123349192,0.138598013
WBGene00012481,1.595647579,1.5962155,1.588655743,1.581561653,0.14856822,0.094204005
WBGene00012483,1.099941716,1.087911069,1.075277876,1.048930383,0.227720096,0.217674848
WBGene00012484,2.279052483,2.274951471,2.274148898,2.269236929,0.149517265,0.065731077
WBGene00012492,0.65456361,0.653463201,0.645191142,0.635306435,0.108747817,0.172666867
WBGene00012501,0.477397553,0.465255645,0.454096822,0.429610642,0.147373288,0.324497009
WBGene00012502,0.600001094,0.595330905,0.587818166,0.575013755,0.118802308,0.206165141
WBGene00012513,0.985839004,0.984809558,0.97997278,0.97406065,0.107323204,0.109688748
WBGene00012514,1.102833863,1.107614073,1.091618624,1.080090363,0.155650725,0.144395524
WBGene00012522,0.5821429,0.579133351,0.566792734,0.55061828,0.131138291,0.23591562
WBGene00012528,0.516611047,0.517623301,0.50995479,0.503061846,0.081745145,0.163080159
WBGene00012529,0.771114462,0.775081382,0.764863359,0.758355799,0.096612168,0.12916687
WBGene00012532,0.304137843,0.294794037,0.287586315,0.269651875,0.098288146,0.345903441
WBGene00012535,0.839732973,0.838216714,0.833995326,0.828145139,0.097550606,0.117904356
WBGene00012536,0.309306843,0.305374582,0.299589345,0.289383299,0.076297359,0.257970508
WBGene00012537,0.559823226,0.555744344,0.536852773,0.5119458,0.156404666,0.298325872
WBGene00012544,1.064584134,1.063506889,1.060349641,1.056095971,0.094896955,0.089513506
WBGene00012545,0.763444002,0.762642732,0.752478805,0.740929717,0.126986839,0.172912245
WBGene00012548,1.335064547,1.337588332,1.317390733,1.298908228,0.21343079,0.165700426
WBGene00012550,1.946428903,1.946787489,1.937825159,1.929124718,0.182304368,0.094541383
WBGene00012552,1.455541909,1.454915705,1.451242873,1.446930445,0.111830613,0.077070435
WBGene00012554,1.079077744,1.075284863,1.065187657,1.050856722,0.17150673,0.162756279
WBGene00012556,0.895945052,0.896905735,0.880013181,0.86306661,0.165242033,0.193190814
WBGene00012557,1.634224743,1.640370815,1.614877307,1.594820279,0.248233562,0.156217413
WBGene00012558,0.480934656,0.481549474,0.464354179,0.446235787,0.122425053,0.273088131
WBGene00012559,0.884168027,0.88742846,0.878195162,0.872020306,0.10141774,0.117634294
WBGene00012560,0.903443071,0.899015509,0.887264275,0.87058573,0.169281533,0.192502943
WBGene00012565,0.880034424,0.881284189,0.873763823,0.867373947,0.104262992,0.120439228
WBGene00012585,1.103827316,1.102820012,1.096205617,1.088426529,0.128815753,0.118559286
WBGene00012587,0.906180686,0.896806005,0.875158571,0.841531205,0.230912185,0.271451115
WBGene00012588,1.302078245,1.299911655,1.292599084,1.282948936,0.156179855,0.121695803
WBGene00012589,1.194165174,1.191120251,1.161268025,1.125999205,0.273425483,0.242207791
WBGene00012590,1.321296192,1.319038278,1.292385997,1.261933232,0.270841099,0.21438656
WBGene00012591,1.457136519,1.450899371,1.425652477,1.391574469,0.295064104,0.21414011
WBGene00012593,1.108245165,1.091906409,1.07564434,1.041961449,0.265956967,0.248429731
WBGene00012594,1.550059061,1.52840728,1.523375736,1.495538676,0.284542298,0.189027162
WBGene00012595,1.397456247,1.395344754,1.393722747,1.389983556,0.102195065,0.07325963
WBGene00012600,1.38651476,1.386872572,1.380416387,1.37422351,0.129254892,0.094406044
WBGene00012602,1.998509585,2.000817797,1.975648271,1.952192195,0.299591748,0.153165519
WBGene00012603,1.1200051,1.119082119,1.087200443,1.050666196,0.260475859,0.252147574
WBGene00012605,1.66968252,1.671242498,1.663125235,1.656492824,0.147332752,0.08909977
WBGene00012606,1.296041533,1.292475479,1.288572307,1.280919378,0.137819708,0.108366385
WBGene00012608,1.344807962,1.344823516,1.340698123,1.336540286,0.104671032,0.078565265
WBGene00012610,0.958109794,0.956966014,0.949515219,0.940686012,0.127044061,0.135506554
WBGene00012625,0.679694261,0.668701567,0.64694477,0.610334927,0.203150043,0.326955903
WBGene00012628,1.114105588,1.117504832,1.101352699,1.088111014,0.166247462,0.153645044
WBGene00012631,0.746142874,0.749126884,0.730552222,0.713864195,0.149144747,0.209981204
WBGene00012634,0.755453668,0.741793182,0.732132363,0.707258693,0.18376166,0.256467265
WBGene00012635,0.751331723,0.748981654,0.739635823,0.727346556,0.130278799,0.18003559
WBGene00012637,1.623248747,1.621713497,1.616938834,1.610572239,0.142661972,0.088590414
WBGene00012638,1.473894051,1.47484359,1.468316477,1.462664745,0.127604464,0.087489053
WBGene00012639,0.706838597,0.709660363,0.691639352,0.675593341,0.14360362,0.212584262
WBGene00012643,1.300974246,1.302683726,1.290821654,1.280417659,0.160947628,0.126253235
WBGene00012644,0.511968699,0.51250795,0.503253688,0.494117009,0.09278981,0.188361512
WBGene00012645,0.802182757,0.800575975,0.789952605,0.777006134,0.136962113,0.178515546
WBGene00012646,1.122109648,1.116733173,1.109996771,1.097588858,0.163443477,0.14869475
WBGene00012647,0.68411205,0.678106987,0.671229732,0.657726625,0.130482938,0.198290238
WBGene00012651,0.727688591,0.729774135,0.719060209,0.710066782,0.110161407,0.156599831
WBGene00012652,1.193579686,1.195024363,1.184253496,1.174659775,0.147681154,0.126417894
WBGene00012656,0.728212532,0.731701178,0.715607699,0.702253496,0.132583782,0.190427195
WBGene00012657,0.741334283,0.736796214,0.718447356,0.694072424,0.180752242,0.256330397
WBGene00012660,0.946620796,0.941907299,0.928271933,0.9087277,0.182276435,0.201928888
WBGene00012663,0.567855788,0.566405244,0.561020311,0.553993371,0.087219086,0.157253429
WBGene00012664,2.692227027,2.68934917,2.68969663,2.687168032,0.116846205,0.043391192
WBGene00012672,0.955943244,0.960489585,0.947312215,0.93843323,0.12691514,0.136031421
WBGene00012675,0.496241335,0.48832615,0.479406459,0.461646955,0.126993834,0.268703801
WBGene00012676,0.816478949,0.815874067,0.812804299,0.809061218,0.076901272,0.09556999
WBGene00012683,1.02079714,1.016237808,1.014168687,1.007403485,0.115419763,0.114967654
WBGene00012694,0.922788927,0.920398529,0.912125147,0.901287582,0.139366187,0.153659571
WBGene00012696,0.549707995,0.552789536,0.540723793,0.531316759,0.097788114,0.184416598
WBGene00012697,0.655694976,0.654980181,0.636021665,0.6146867,0.15683942,0.253385205
WBGene00012700,1.642642481,1.643311013,1.624004553,1.604748807,0.244335543,0.152808391
WBGene00012715,1.162769505,1.161343001,1.158008793,1.153215506,0.105005911,0.090878964
WBGene00012717,1.396013842,1.401189719,1.387973341,1.379751028,0.148584792,0.108278606
WBGene00012720,1.138913086,1.130627316,1.130326157,1.121677587,0.139531275,0.12356911
